Student_ID,Gender,Parental_Education,Lunch_Type,Test_Prep,Extracurricular,Internet_Access,Study_Hours_Per_Day,Attendance_Percentage,Sleep_Hours,Math_Score,Reading_Score,Writing_Score,Average_Score,Result,Grade
1233,Male,Bachelor's,Standard,None,No,Yes,7.4,80.3,7.0,100.0,100.0,91.8,97.3,Pass,A
1234,Female,High School,Free/Reduced,Completed,Yes,Yes,5.2,91.5,6.6,89.1,78.9,94.9,87.6,Pass,A
1235,Female,Bachelor's,Free/Reduced,Completed,Yes,Yes,1.6,77.4,5.1,69.4,70.8,56.9,65.7,Pass,C
1236,Female,High School,Standard,Completed,No,Yes,3.5,74.3,6.5,72.5,81.1,77.8,77.1,Pass,B
1237,Male,Master's,Standard,None,Yes,No,5.7,77.7,6.3,83.1,93.0,93.1,89.8,Pass,A
1238,Male,Associate's,Free/Reduced,None,No,Yes,7.2,87.3,6.8,81.2,82.3,74.8,79.4,Pass,B
1239,Male,Bachelor's,Free/Reduced,Completed,No,No,4.4,80.0,3.0,89.4,76.5,68.2,78.0,Pass,B
1240,Female,Associate's,Free/Reduced,None,Yes,No,0.6,85.4,7.2,57.8,48.3,49.1,51.7,Pass,D
1241,Female,Master's,Free/Reduced,Completed,No,Yes,6.8,99.8,5.2,72.2,95.5,71.0,79.6,Pass,B
1242,Female,High School,Standard,Completed,No,Yes,8.7,100.0,8.4,98.7,100.0,90.8,96.5,Pass,A
1243,Male,Some College,Standard,Completed,No,Yes,4.5,71.1,6.5,84.6,95.6,76.0,85.4,Pass,A
1244,Male,Bachelor's,Standard,Completed,Yes,No,2.9,79.6,6.3,82.9,88.6,85.0,85.5,Pass,A
1245,Female,Master's,Free/Reduced,None,Yes,Yes,0.8,86.2,9.6,63.4,59.7,61.7,61.6,Pass,C
1246,Male,High School,Standard,None,Yes,No,7.5,86.4,5.6,91.5,84.7,98.7,91.6,Pass,A
1247,Male,Bachelor's,Standard,Completed,No,No,5.0,98.0,6.9,79.5,89.3,86.0,84.9,Pass,A
1248,Female,Bachelor's,Free/Reduced,None,No,Yes,2.1,88.5,6.1,51.9,54.8,47.1,51.3,Pass,D
1249,Male,High School,Standard,None,No,Yes,4.6,97.8,6.5,93.0,94.3,84.6,90.6,Pass,A
1250,Male,Associate's,Standard,None,Yes,No,6.9,91.1,10.0,93.5,100.0,93.8,95.8,Pass,A
1251,Male,High School,Standard,Completed,No,Yes,2.0,94.8,6.6,65.1,63.9,56.5,61.8,Pass,C
1252,Male,High School,Standard,None,No,No,4.4,94.8,6.3,73.0,73.0,74.8,73.6,Pass,B
1253,Male,Master's,Standard,None,Yes,Yes,4.2,65.1,5.2,71.3,80.9,85.1,79.1,Pass,B
1254,Male,Bachelor's,Standard,Completed,Yes,Yes,5.5,78.2,5.2,100.0,100.0,97.7,99.2,Pass,A
1255,Male,Associate's,Free/Reduced,None,Yes,No,4.8,83.7,7.1,61.2,60.2,47.5,56.3,Pass,D
1256,Male,Master's,Free/Reduced,None,No,Yes,3.8,85.8,5.0,76.3,73.5,78.2,76.0,Pass,B
1257,Female,Some College,Free/Reduced,None,No,Yes,2.2,64.5,5.8,54.3,69.3,60.1,61.2,Pass,C
1258,Male,Some College,Standard,None,No,No,0.5,91.1,6.5,64.2,64.9,58.8,62.7,Pass,C
1259,Female,High School,Standard,None,Yes,Yes,3.2,68.7,6.7,87.5,61.5,66.2,71.7,Pass,B
1260,Female,Associate's,Free/Reduced,None,No,No,4.0,73.4,8.6,75.0,79.4,66.4,73.6,Pass,B
1261,Female,High School,Free/Reduced,Completed,Yes,Yes,8.3,69.3,6.8,100.0,100.0,95.3,98.4,Pass,A
1262,Female,Master's,Standard,None,No,No,8.5,73.6,6.0,90.1,95.7,87.6,91.1,Pass,A
1263,Male,Some College,Free/Reduced,Completed,No,No,4.6,86.3,5.9,76.7,84.3,85.2,82.1,Pass,A
1264,Female,High School,Free/Reduced,None,Yes,Yes,6.9,92.6,5.8,77.9,74.7,67.8,73.5,Pass,B
1265,Male,High School,Free/Reduced,Completed,Yes,Yes,4.4,74.4,8.5,89.0,85.4,81.2,85.2,Pass,A
1266,Female,Associate's,Standard,Completed,Yes,Yes,6.7,76.5,7.7,90.6,98.2,99.1,95.9,Pass,A
1267,Female,High School,Standard,None,Yes,Yes,3.4,88.1,7.6,67.7,66.9,70.2,68.3,Pass,C
1268,Male,Master's,Standard,None,Yes,Yes,3.2,73.1,5.8,80.2,83.1,70.3,77.9,Pass,B
1269,Male,Associate's,Standard,None,No,Yes,3.2,82.7,7.3,50.1,56.5,51.8,52.8,Pass,D
1270,Female,Some College,Standard,Completed,No,No,1.5,91.2,7.9,77.8,80.9,73.6,77.4,Pass,B
1271,Male,Associate's,Free/Reduced,None,No,Yes,4.7,86.7,4.3,49.6,46.8,50.4,48.9,Pass,E
1272,Male,Bachelor's,Standard,None,Yes,Yes,4.3,100.0,6.6,94.8,91.6,83.0,89.8,Pass,A
1273,Female,High School,Standard,None,No,No,3.9,83.3,6.4,73.2,74.8,62.4,70.1,Pass,B
1274,Female,Bachelor's,Free/Reduced,Completed,No,Yes,0.2,89.1,8.8,84.2,83.3,89.7,85.7,Pass,A
1275,Male,Associate's,Free/Reduced,None,No,No,7.1,89.3,7.9,82.9,81.9,89.7,84.8,Pass,A
1276,Female,Associate's,Free/Reduced,None,No,No,4.1,97.3,3.0,61.8,61.6,53.8,59.1,Pass,D
1277,Male,Bachelor's,Standard,None,Yes,Yes,4.6,80.8,9.4,61.7,64.0,68.1,64.6,Pass,C
1278,Male,Master's,Standard,Completed,Yes,Yes,7.1,86.0,7.4,94.1,98.4,90.8,94.4,Pass,A
1279,Female,Some College,Standard,None,Yes,Yes,2.0,87.4,8.3,64.0,63.6,75.5,67.7,Pass,C
1280,Male,High School,Standard,Completed,No,Yes,5.4,100.0,5.5,92.4,98.8,99.1,96.8,Pass,A
1281,Male,Bachelor's,Free/Reduced,None,No,No,3.7,91.5,5.7,79.4,85.7,80.2,81.8,Pass,A
1282,Female,Bachelor's,Free/Reduced,Completed,Yes,Yes,6.6,56.3,6.1,68.8,81.4,70.3,73.5,Pass,B
1283,Female,High School,Standard,Completed,No,No,4.7,82.7,7.1,71.1,75.7,64.7,70.5,Pass,B
1284,Male,Master's,Standard,None,Yes,No,2.1,78.4,7.3,65.0,79.6,62.3,69.0,Pass,C
1285,Male,Associate's,Standard,Completed,Yes,Yes,2.4,66.6,5.0,71.4,81.2,69.2,73.9,Pass,B
1286,Male,High School,Standard,Completed,No,Yes,6.0,60.6,6.2,85.3,83.7,72.3,80.4,Pass,A
1287,Female,High School,Free/Reduced,Completed,No,Yes,5.5,83.8,8.9,89.7,93.5,90.7,91.3,Pass,A
1288,Female,Bachelor's,Free/Reduced,Completed,No,Yes,1.8,81.7,6.2,76.1,83.9,78.0,79.3,Pass,B
1289,Female,Some College,Standard,Completed,No,No,2.1,80.0,9.0,70.7,80.5,78.1,76.4,Pass,B
1290,Female,High School,Standard,None,No,Yes,3.6,100.0,7.5,91.6,73.5,74.4,79.8,Pass,B
1291,Female,High School,Standard,None,Yes,Yes,4.8,88.8,6.6,62.3,59.4,64.3,62.0,Pass,C
1292,Female,Associate's,Standard,Completed,No,Yes,4.3,68.1,7.4,65.1,61.4,61.3,62.6,Pass,C
1293,Male,Some College,Standard,None,No,No,7.5,86.9,9.0,91.6,83.8,89.1,88.2,Pass,A
1294,Female,Bachelor's,Free/Reduced,Completed,Yes,Yes,3.3,76.4,8.0,82.0,82.6,84.8,83.2,Pass,A
1295,Male,Master's,Standard,None,No,No,6.2,73.6,4.4,70.6,57.8,60.1,62.8,Pass,C
1296,Male,Associate's,Free/Reduced,None,No,Yes,2.9,93.6,6.9,53.1,63.3,64.4,60.3,Pass,C
1297,Female,High School,Standard,None,Yes,Yes,4.7,76.2,7.0,83.3,87.2,68.7,79.8,Pass,B
1298,Male,Some College,Standard,Completed,No,Yes,2.8,80.3,5.2,82.2,75.6,69.7,75.8,Pass,B
1299,Female,High School,Standard,Completed,No,Yes,9.6,81.0,3.0,99.7,96.6,100.0,98.7,Pass,A
1300,Female,High School,Standard,None,Yes,Yes,7.5,89.3,6.3,100.0,100.0,99.8,99.9,Pass,A
1301,Male,Some College,Standard,None,Yes,No,5.1,87.4,7.9,74.9,74.1,75.9,75.0,Pass,B
1302,Female,High School,Standard,Completed,No,Yes,5.8,78.1,7.3,96.2,97.9,94.7,96.2,Pass,A
1303,Male,High School,Free/Reduced,None,No,Yes,3.2,77.5,6.8,53.4,50.9,47.2,50.5,Pass,D
1304,Female,Bachelor's,Free/Reduced,None,No,Yes,2.1,86.3,7.9,69.6,70.0,71.5,70.3,Pass,B
1305,Male,Bachelor's,Standard,None,No,No,6.4,74.3,6.3,77.5,80.6,87.1,81.7,Pass,A
1306,Male,Some College,Free/Reduced,None,No,Yes,1.7,82.6,5.9,49.5,49.4,49.3,49.4,Pass,E
1307,Female,High School,Free/Reduced,None,Yes,Yes,5.3,81.1,5.2,88.5,82.8,80.4,83.9,Pass,A
1308,Male,Bachelor's,Standard,Completed,Yes,Yes,3.8,77.9,8.1,75.6,70.5,69.9,72.0,Pass,B
1309,Female,Bachelor's,Standard,None,No,Yes,3.4,71.9,3.6,82.5,75.0,73.3,76.9,Pass,B
1310,Male,High School,Standard,Completed,Yes,Yes,2.5,100.0,6.1,86.1,78.3,82.9,82.4,Pass,A
1311,Female,Bachelor's,Free/Reduced,None,No,Yes,5.8,94.2,6.6,81.1,77.1,78.3,78.8,Pass,B
1312,Male,Some College,Free/Reduced,None,No,Yes,6.7,99.4,8.6,80.3,78.2,77.6,78.7,Pass,B
1313,Female,Associate's,Standard,None,No,Yes,8.3,99.1,7.9,88.6,91.6,84.9,88.4,Pass,A
1314,Female,Bachelor's,Standard,None,Yes,Yes,4.6,100.0,7.2,83.1,86.3,72.3,80.6,Pass,A
1315,Male,High School,Standard,None,No,Yes,4.5,89.3,8.9,54.7,72.4,72.1,66.4,Pass,C
1316,Male,Some College,Standard,Completed,No,No,6.1,86.3,7.3,100.0,96.6,100.0,98.9,Pass,A
1317,Female,Bachelor's,Free/Reduced,None,Yes,Yes,6.7,90.2,5.5,94.0,100.0,92.2,95.4,Pass,A
1318,Male,Some College,Free/Reduced,None,No,Yes,4.4,89.9,4.8,72.1,66.1,56.0,64.7,Pass,C
1319,Male,Bachelor's,Free/Reduced,None,No,Yes,4.6,84.8,6.6,74.8,79.8,80.6,78.4,Pass,B
1320,Female,Associate's,Free/Reduced,None,Yes,No,3.2,79.6,8.3,65.2,69.3,57.3,63.9,Pass,C
1321,Female,Some College,Standard,Completed,No,No,6.9,82.4,5.7,84.8,94.4,100.0,93.1,Pass,A
1322,Female,Bachelor's,Free/Reduced,Completed,No,No,9.0,96.9,5.8,100.0,100.0,99.2,99.7,Pass,A
1323,Male,High School,Free/Reduced,None,Yes,Yes,2.1,100.0,6.6,81.7,78.4,74.7,78.3,Pass,B
1324,Male,High School,Standard,None,No,Yes,2.8,82.8,7.3,70.8,71.0,64.4,68.7,Pass,C
1325,Female,Associate's,Standard,Completed,Yes,Yes,2.7,89.1,6.1,75.5,70.7,66.9,71.1,Pass,B
1326,Male,High School,Standard,None,Yes,Yes,2.8,93.5,7.2,76.3,89.4,75.6,80.4,Pass,A
1327,Male,High School,Standard,None,No,Yes,7.2,89.0,9.0,95.4,97.6,92.1,95.0,Pass,A
1328,Male,Bachelor's,Standard,None,Yes,No,3.3,75.0,7.9,68.6,60.5,66.8,65.3,Pass,C
1329,Male,Master's,Standard,Completed,Yes,Yes,5.5,91.3,7.1,84.5,82.6,83.8,83.6,Pass,A
1330,Male,Some College,Free/Reduced,Completed,No,Yes,3.5,94.0,7.9,91.6,85.2,84.3,87.1,Pass,A
1331,Female,Bachelor's,Standard,None,No,Yes,3.2,87.1,7.3,82.9,81.1,87.7,83.9,Pass,A
1332,Female,Bachelor's,Standard,None,No,Yes,6.9,75.2,6.9,73.9,70.9,67.7,70.8,Pass,B
1333,Female,High School,Standard,Completed,Yes,Yes,4.7,91.4,6.3,84.4,78.6,84.5,82.5,Pass,A
1334,Female,Master's,Standard,None,No,Yes,4.5,76.9,7.9,71.0,84.6,78.1,77.9,Pass,B
1335,Female,Some College,Standard,None,No,Yes,4.0,84.4,6.1,67.5,73.3,51.5,64.1,Pass,C
1336,Male,Some College,Standard,Completed,No,Yes,3.0,78.3,,76.4,90.4,83.0,83.2,Pass,A
1337,Female,High School,Standard,None,No,Yes,2.3,74.7,7.2,50.5,50.9,55.3,52.3,Pass,D
1338,Female,Master's,Standard,None,Yes,Yes,6.5,100.0,6.3,100.0,100.0,95.2,98.4,Pass,A
1339,Male,Some College,Free/Reduced,Completed,Yes,Yes,2.5,79.5,5.6,57.1,58.9,56.2,57.4,Pass,D
1340,Male,Some College,Free/Reduced,Completed,No,No,3.2,96.4,7.7,76.7,76.3,66.3,73.1,Pass,B
1341,Male,Master's,Standard,None,No,Yes,6.8,95.8,8.3,94.6,96.6,96.6,95.9,Pass,A
1342,Female,Some College,Free/Reduced,None,No,No,3.1,96.2,5.1,51.8,67.9,52.7,57.5,Pass,D
1343,Male,Some College,Free/Reduced,None,Yes,Yes,6.9,80.8,7.2,73.8,77.7,72.7,74.7,Pass,B
1344,Male,Associate's,Free/Reduced,None,No,Yes,5.5,86.0,6.9,88.5,82.9,70.3,80.6,Pass,A
1345,Male,Master's,Standard,None,No,Yes,3.0,100.0,6.4,69.9,78.5,70.0,72.8,Pass,B
1346,Female,Some College,Free/Reduced,None,No,No,5.6,63.1,7.1,65.7,76.6,54.0,65.5,Pass,C
1347,Female,Associate's,Standard,Completed,No,No,5.1,79.4,7.8,80.7,88.0,92.9,87.2,Pass,A
1348,Male,High School,Free/Reduced,None,Yes,Yes,4.0,84.3,8.3,61.0,68.0,66.4,65.1,Pass,C
1349,Male,Bachelor's,Standard,None,No,Yes,3.6,98.8,6.9,83.3,82.7,75.8,80.6,Pass,A
1350,Female,Master's,Free/Reduced,None,Yes,Yes,5.7,94.8,6.0,79.0,87.0,69.9,78.6,Pass,B
1351,Female,Associate's,Standard,None,Yes,Yes,2.7,86.2,6.5,65.3,75.1,62.7,67.7,Pass,C
1352,Female,Bachelor's,Free/Reduced,None,Yes,Yes,7.1,75.9,7.1,89.6,90.0,88.3,89.3,Pass,A
1353,Female,Some College,Standard,None,Yes,Yes,4.4,72.6,6.7,67.9,64.4,61.8,64.7,Pass,C
1354,Male,Master's,Standard,Completed,No,Yes,3.9,75.4,6.4,77.0,83.9,75.6,78.8,Pass,B
1355,Female,Bachelor's,Standard,None,No,No,4.7,92.2,5.6,88.6,71.0,68.6,76.1,Pass,B
1356,Female,Bachelor's,Standard,Completed,No,Yes,6.3,80.4,,83.6,87.2,82.5,84.5,Pass,A
1357,Male,High School,Standard,None,No,Yes,5.4,76.6,6.1,75.1,94.4,80.6,83.4,Pass,A
1358,Female,Some College,Standard,None,Yes,Yes,5.2,80.8,6.6,91.0,91.5,97.7,93.4,Pass,A
1359,Male,Bachelor's,Free/Reduced,None,No,No,3.2,100.0,8.3,73.0,79.4,74.6,75.7,Pass,B
1360,Male,Bachelor's,Standard,None,No,No,7.1,65.1,6.8,78.7,68.3,65.2,70.7,Pass,B
1361,Female,Bachelor's,Standard,Completed,Yes,Yes,7.6,91.7,6.8,93.7,100.0,100.0,97.9,Pass,A
1362,Male,Master's,Standard,Completed,Yes,No,1.9,98.8,7.3,74.7,80.8,71.0,75.5,Pass,B
1363,Female,Some College,Standard,Completed,No,Yes,1.3,95.3,7.9,67.7,70.8,62.7,67.1,Pass,C
1364,Female,Some College,Standard,Completed,No,Yes,3.6,100.0,,71.6,90.2,85.0,82.3,Pass,A
1365,Female,High School,Standard,Completed,No,Yes,2.6,98.8,6.3,76.4,69.5,67.6,71.2,Pass,B
1366,Male,Bachelor's,Standard,Completed,No,Yes,6.8,,8.4,86.7,88.1,100.0,91.6,Pass,A
1367,Female,Master's,Free/Reduced,None,Yes,Yes,6.9,99.2,6.3,84.3,73.1,76.4,77.9,Pass,B
1368,Male,Bachelor's,Standard,None,No,Yes,4.2,82.9,6.8,81.6,71.4,83.3,78.8,Pass,B
1369,Male,Associate's,Free/Reduced,None,No,No,3.5,68.1,5.8,82.7,77.0,75.5,78.4,Pass,B
1370,Female,High School,Standard,None,No,Yes,5.2,76.8,6.4,74.7,88.5,61.8,75.0,Pass,B
1371,Male,Some College,Standard,Completed,No,Yes,6.8,60.4,5.9,84.4,89.3,84.9,86.2,Pass,A
1372,Male,Bachelor's,Standard,Completed,Yes,Yes,4.4,94.5,7.1,91.0,81.9,88.5,87.1,Pass,A
1373,Male,Some College,Standard,None,No,Yes,4.6,81.9,6.2,71.7,82.6,76.2,76.8,Pass,B
1374,Male,Bachelor's,Free/Reduced,None,Yes,Yes,5.8,79.3,4.8,80.1,89.8,69.5,79.8,Pass,B
1375,Male,Some College,Standard,Completed,No,Yes,3.8,99.2,7.1,93.1,87.8,95.5,92.1,Pass,A
1376,Female,Associate's,Standard,Completed,No,Yes,3.4,85.9,7.9,76.9,64.9,75.4,72.4,Pass,B
1377,Female,Bachelor's,Free/Reduced,None,Yes,Yes,5.6,58.7,6.1,77.4,68.8,75.7,74.0,Pass,B
1378,Female,Some College,Standard,None,No,Yes,5.7,88.3,5.7,83.7,86.0,78.3,82.6,Pass,A
1379,Male,Some College,Free/Reduced,None,Yes,Yes,6.8,70.2,4.7,64.1,76.6,78.7,73.1,Pass,B
1380,Male,Master's,Standard,Completed,No,Yes,5.8,80.8,5.9,85.5,81.2,84.7,83.8,Pass,A
1381,Female,High School,Free/Reduced,None,Yes,Yes,4.2,65.7,6.7,55.9,62.7,61.5,60.1,Pass,C
1382,Female,High School,Free/Reduced,None,Yes,Yes,6.3,87.8,5.7,71.9,74.6,62.6,69.7,Pass,C
1383,Male,Master's,Standard,Completed,No,Yes,0.0,80.6,5.9,83.5,76.6,71.9,77.3,Pass,B
1384,Female,Bachelor's,Free/Reduced,Completed,Yes,Yes,3.2,74.4,6.4,81.9,74.3,64.6,73.6,Pass,B
1385,Female,Associate's,Free/Reduced,None,No,No,6.4,77.0,9.1,73.0,90.2,82.7,81.9,Pass,A
1386,Male,Bachelor's,Free/Reduced,None,Yes,Yes,1.4,,6.9,75.8,85.0,81.8,80.9,Pass,A
1387,Male,Some College,Free/Reduced,None,Yes,Yes,3.4,80.9,7.7,47.0,58.2,51.7,52.3,Pass,D
1388,Female,High School,Standard,None,No,Yes,6.2,92.6,6.3,88.4,90.2,81.3,86.6,Pass,A
1389,Male,Master's,Standard,None,Yes,Yes,2.8,100.0,4.8,63.2,71.7,63.9,66.3,Pass,C
1390,Male,Associate's,Standard,None,Yes,No,6.0,79.7,5.3,64.3,75.2,70.4,70.0,Pass,C
1391,Female,Associate's,Standard,None,No,Yes,6.2,80.2,6.2,76.4,84.7,73.9,78.3,Pass,B
1392,Female,Associate's,Free/Reduced,Completed,Yes,Yes,7.1,76.4,7.6,100.0,98.0,93.0,97.0,Pass,A
1393,Male,Some College,Free/Reduced,None,No,No,5.5,82.8,8.2,75.8,71.4,70.7,72.6,Pass,B
1394,Female,High School,Free/Reduced,Completed,No,No,3.3,100.0,7.9,76.8,88.0,70.8,78.5,Pass,B
1395,Female,Some College,Standard,Completed,Yes,Yes,6.0,73.4,8.0,96.0,99.5,91.3,95.6,Pass,A
1396,Male,High School,Free/Reduced,Completed,No,No,0.9,84.4,6.4,67.6,64.4,64.3,65.4,Pass,C
1397,Female,High School,Standard,None,No,Yes,2.5,72.3,4.0,74.5,74.6,73.6,74.2,Pass,B
1398,Male,Bachelor's,Free/Reduced,None,No,Yes,2.7,79.4,5.6,68.2,83.0,78.2,76.4,Pass,B
1399,Female,Associate's,Standard,None,No,Yes,0.0,98.3,6.7,73.4,69.4,68.7,70.5,Pass,B
1400,Male,Associate's,Standard,None,Yes,No,2.6,97.8,7.0,51.9,54.1,53.4,53.1,Pass,D
1401,Female,Some College,Free/Reduced,Completed,No,Yes,5.4,81.3,6.2,82.3,81.3,82.2,82.0,Pass,A
1402,Female,Some College,Standard,Completed,No,Yes,1.7,81.1,6.1,68.4,63.2,65.5,65.7,Pass,C
1403,Male,Associate's,Standard,None,Yes,Yes,0.9,85.0,5.9,50.7,65.1,56.5,57.4,Pass,D
1404,Male,Bachelor's,Standard,None,Yes,Yes,8.3,69.6,6.8,100.0,95.7,93.2,96.3,Pass,A
1405,Female,Bachelor's,Free/Reduced,Completed,Yes,Yes,1.1,85.5,7.3,67.5,62.5,64.9,65.0,Pass,C
1406,Male,High School,Free/Reduced,None,Yes,Yes,3.7,89.6,7.0,67.0,70.8,69.0,68.9,Pass,C
1407,Female,Master's,Standard,Completed,Yes,Yes,3.8,77.1,8.3,79.3,87.3,85.2,83.9,Pass,A
1408,Female,Associate's,Standard,Completed,No,No,6.5,67.7,8.0,76.7,82.3,77.9,79.0,Pass,B
1409,Female,Some College,Free/Reduced,None,Yes,Yes,9.1,77.9,6.3,83.1,91.2,75.6,83.3,Pass,A
1410,Female,High School,Free/Reduced,Completed,No,Yes,3.0,100.0,7.6,70.8,70.9,59.1,67.0,Pass,C
1411,Male,Associate's,Standard,None,No,Yes,4.7,85.5,6.5,45.7,54.9,45.1,48.6,Pass,E
1412,Female,Some College,Free/Reduced,Completed,Yes,Yes,3.0,75.6,8.7,73.5,65.8,63.0,67.4,Pass,C
1413,Female,Associate's,Standard,None,No,Yes,4.1,77.0,9.1,55.0,75.0,65.5,65.2,Pass,C
1414,Female,High School,Free/Reduced,None,Yes,Yes,1.1,80.6,5.8,54.4,57.1,49.6,53.7,Pass,D
1415,Male,Bachelor's,Standard,Completed,Yes,Yes,4.4,77.3,7.0,88.6,98.1,89.3,92.0,Pass,A
1416,Female,Bachelor's,Standard,None,Yes,Yes,2.8,84.3,8.2,86.3,82.6,87.9,85.6,Pass,A
1417,Female,Some College,Standard,None,No,Yes,1.6,78.4,5.9,53.3,57.4,51.4,54.0,Pass,D
1418,Male,Bachelor's,Standard,Completed,Yes,Yes,1.9,71.1,7.6,84.1,86.3,77.6,82.7,Pass,A
1419,Male,Some College,Free/Reduced,None,No,Yes,8.8,81.7,7.4,89.1,100.0,100.0,96.4,Pass,A
1420,Female,Bachelor's,Standard,Completed,No,No,1.0,83.5,5.4,73.0,66.0,57.9,65.6,Pass,C
1421,Female,Associate's,Free/Reduced,Completed,No,Yes,4.6,84.3,7.7,72.9,70.0,61.7,68.2,Pass,C
1422,Female,Some College,Standard,None,Yes,Yes,4.6,100.0,6.6,76.1,83.6,88.2,82.6,Pass,A
1423,Male,Bachelor's,Standard,None,No,Yes,8.0,76.7,7.2,88.1,91.4,88.9,89.5,Pass,A
1424,Female,Bachelor's,Free/Reduced,Completed,No,Yes,4.5,89.1,7.9,85.6,85.3,83.0,84.6,Pass,A
1425,Female,Bachelor's,Free/Reduced,None,Yes,Yes,4.1,77.5,8.9,67.9,72.1,65.0,68.3,Pass,C
1426,Male,High School,Free/Reduced,Completed,Yes,Yes,2.4,80.4,6.9,59.8,82.9,72.6,71.8,Pass,B
1427,Female,High School,Free/Reduced,None,No,No,6.4,71.8,,60.7,70.1,67.7,66.2,Pass,C
1428,Female,Master's,Standard,None,Yes,Yes,5.4,97.0,7.2,96.3,95.5,91.8,94.5,Pass,A
1429,Male,Bachelor's,Free/Reduced,None,No,Yes,2.6,80.4,6.0,67.8,68.2,81.5,72.5,Pass,B
1430,Male,Some College,Standard,Completed,No,Yes,5.8,81.4,6.4,89.0,84.6,76.6,83.4,Pass,A
1431,Female,High School,Standard,None,Yes,No,6.8,89.4,,69.5,91.4,80.9,80.6,Pass,A
1432,Female,High School,Free/Reduced,None,Yes,No,8.4,72.4,6.8,84.1,77.5,65.3,75.6,Pass,B
1433,Female,Associate's,Standard,Completed,Yes,Yes,7.5,83.8,6.3,100.0,100.0,100.0,100.0,Pass,A
1434,Female,Bachelor's,Standard,None,Yes,Yes,6.4,84.3,7.8,84.5,96.3,94.5,91.7,Pass,A
1435,Female,Associate's,Free/Reduced,Completed,Yes,No,5.2,,6.6,78.0,87.6,71.9,79.1,Pass,B
1436,Male,Some College,Free/Reduced,Completed,No,Yes,2.3,83.1,4.5,69.4,74.9,81.3,75.2,Pass,B
1437,Female,Some College,Standard,Completed,No,Yes,6.2,94.6,6.6,88.3,89.3,84.6,87.4,Pass,A
1438,Male,Associate's,Standard,None,Yes,No,4.7,85.2,7.2,67.8,67.7,66.1,67.2,Pass,C
1439,Male,Some College,Standard,Completed,No,Yes,4.2,83.3,7.4,81.6,86.1,84.1,83.9,Pass,A
1440,Male,High School,Standard,Completed,No,Yes,1.4,95.0,9.0,63.8,84.5,71.0,73.1,Pass,B
1441,Female,High School,Standard,None,No,Yes,1.2,89.9,8.7,55.8,54.7,60.6,57.1,Pass,D
1442,Female,High School,Standard,None,No,Yes,1.5,85.7,4.6,78.6,69.9,67.2,71.9,Pass,B
1443,Female,Master's,Standard,None,Yes,Yes,5.7,94.9,6.7,100.0,100.0,100.0,100.0,Pass,A
1444,Male,Bachelor's,Standard,Completed,No,Yes,4.9,77.0,8.8,83.5,76.1,80.2,79.9,Pass,B
1445,Female,Some College,Standard,Completed,No,Yes,5.6,93.8,7.6,73.7,80.3,68.5,74.1,Pass,B
1446,Male,Master's,Free/Reduced,Completed,No,No,0.0,98.2,7.5,84.4,81.6,74.1,80.1,Pass,A
1447,Female,Bachelor's,Free/Reduced,None,No,Yes,4.1,82.2,6.7,91.5,93.0,92.5,92.3,Pass,A
1448,Female,Bachelor's,Free/Reduced,Completed,No,Yes,8.4,76.7,7.5,100.0,100.0,98.4,99.5,Pass,A
1449,Female,Associate's,Standard,None,No,No,1.0,90.3,4.0,62.6,46.4,57.5,55.5,Pass,D
1450,Male,Bachelor's,Free/Reduced,None,No,Yes,3.8,92.0,8.6,71.4,66.8,56.1,64.8,Pass,C
1451,Female,High School,Standard,None,No,Yes,3.7,87.7,7.5,78.7,67.2,82.6,76.2,Pass,B
1452,Male,Some College,Standard,Completed,No,Yes,1.5,85.9,4.3,85.6,89.5,82.0,85.7,Pass,A
1453,Male,Some College,Free/Reduced,Completed,No,Yes,4.1,100.0,6.5,74.3,81.3,74.3,76.7,Pass,B
1454,Male,Bachelor's,Standard,None,No,No,0.0,78.6,6.8,52.1,50.3,52.2,51.5,Pass,D
1455,Female,Bachelor's,Standard,None,No,Yes,0.0,91.3,7.2,44.2,48.4,47.4,46.7,Pass,E
1456,Male,High School,Free/Reduced,Completed,Yes,No,3.7,77.2,7.0,58.3,60.9,57.7,59.0,Pass,D
1457,Male,Master's,Standard,Completed,No,Yes,2.9,63.9,4.0,81.1,84.3,84.9,83.4,Pass,A
1458,Male,Some College,Standard,Completed,Yes,Yes,5.6,75.5,7.2,89.3,75.2,77.0,80.5,Pass,A
1459,Female,High School,Standard,Completed,Yes,Yes,3.8,94.8,6.2,73.9,66.2,73.0,71.1,Pass,B
1460,Male,Master's,Standard,None,No,Yes,2.9,84.0,6.5,55.4,49.6,47.4,50.8,Pass,D
1461,Female,Associate's,Standard,Completed,No,Yes,8.5,82.9,7.8,89.7,92.5,96.8,93.0,Pass,A
1462,Female,Associate's,Standard,Completed,No,No,3.0,83.6,7.0,72.6,82.0,73.6,76.1,Pass,B
1463,Male,Bachelor's,Standard,None,Yes,Yes,2.2,81.8,3.7,55.1,63.6,51.1,56.6,Pass,D
1464,Female,High School,Standard,Completed,No,Yes,4.5,100.0,6.9,87.5,91.7,87.0,88.7,Pass,A
1465,Male,Bachelor's,Standard,Completed,Yes,Yes,4.6,85.4,5.7,85.1,76.3,77.0,79.5,Pass,B
1466,Female,Associate's,Free/Reduced,None,No,Yes,0.0,93.2,9.0,49.7,49.8,52.4,50.7,Pass,D
